CompanyName,FLAg_Pledge,F_NewCol,Fld_EndDate,Fld_QuarterId,NoofShares_TOTAL_PROMOTER_HOLDING,Noofsharespledged,PROMOTEREncum_NoOfshares,PROMOTEREncum_Percof_PromoterShares,PROMOTEREncum_Percof_TotalShares,Percentage_TOTAL_PROMOTER_HOLDING,Public_NoofShares_HOLDING,SHP_PulishedTime,SRNO,ScripCode,TOTAL_NO_OF_ISSUED_SHARES,TotalNoofShares,dDateEnd,sQtrName
RELIANCE INDUSTRIES LTD.(500325),N,0.51,,105.0,3098084968.0,16106672.0,0.0,0.0,0.0,50.07,3089818346.0,2020-05-14T07:34:35,1.0,500325.0,6187903314.0,3176746094.0,,
